habit_name,date,habit_type,habit_unit,habit_value
Tabletki,2022-06-26,0,,2
Tabletki,2022-06-27,0,,2
Tabletki,2022-06-28,0,,2
Tabletki,2022-06-29,0,,2
Tabletki,2022-06-30,0,,2
Tabletki,2022-07-01,0,,2
Tabletki,2022-07-02,0,,2
Tabletki,2022-07-03,0,,2
Tabletki,2022-07-04,0,,2
Tabletki,2022-07-05,0,,2
Tabletki,2022-07-06,0,,0
Tabletki,2022-07-07,0,,2
Tabletki,2022-07-08,0,,2
Tabletki,2022-07-09,0,,2
Tabletki,2022-07-10,0,,2
Tabletki,2022-07-11,0,,2
Tabletki,2022-07-12,0,,2
Tabletki,2022-07-13,0,,2
Tabletki,2022-07-14,0,,2
Tabletki,2022-07-15,0,,0
Tabletki,2022-07-17,0,,0
Tabletki,2022-07-18,0,,2
Tabletki,2022-07-19,0,,2
Tabletki,2022-07-20,0,,2
Tabletki,2022-07-21,0,,0
Tabletki,2022-07-22,0,,2
Tabletki,2022-07-23,0,,2
Tabletki,2022-07-24,0,,2
Tabletki,2022-07-25,0,,2
Tabletki,2022-07-26,0,,2
Tabletki,2022-07-27,0,,2
Tabletki,2022-07-28,0,,2
Tabletki,2022-07-29,0,,2
Tabletki,2022-07-30,0,,2
Tabletki,2022-07-31,0,,2
Tabletki,2022-08-01,0,,2
Tabletki,2022-08-02,0,,2
Tabletki,2022-08-03,0,,2
Tabletki,2022-08-04,0,,2
Tabletki,2022-08-05,0,,2
Tabletki,2022-08-06,0,,2
Tabletki,2022-08-07,0,,0
Tabletki,2022-08-08,0,,0
Tabletki,2022-08-09,0,,2
Tabletki,2022-08-13,0,,0
Tabletki,2022-08-14,0,,0
Tabletki,2022-08-15,0,,0
Tabletki,2022-08-16,0,,2
Tabletki,2022-08-17,0,,2
Tabletki,2022-08-18,0,,2
Tabletki,2022-08-19,0,,2
Tabletki,2022-08-20,0,,2
Tabletki,2022-08-21,0,,2
Tabletki,2022-08-22,0,,2
Tabletki,2022-08-23,0,,0
Tabletki,2022-08-24,0,,2
Tabletki,2022-08-25,0,,0
Tabletki,2022-08-26,0,,2
Tabletki,2022-08-28,0,,0
Tabletki,2022-08-29,0,,2
Tabletki,2022-09-04,0,,0
Tabletki,2022-09-05,0,,0
Tabletki,2022-09-06,0,,0
Tabletki,2022-09-07,0,,0
Tabletki,2022-09-08,0,,0
Tabletki,2022-09-09,0,,0
Tabletki,2022-09-10,0,,0
Tabletki,2022-09-11,0,,0
Tabletki,2022-09-12,0,,0
Tabletki,2022-09-13,0,,0
Tabletki,2022-09-15,0,,0
Tabletki,2022-09-17,0,,0
Tabletki,2022-09-19,0,,0
Tabletki,2022-09-21,0,,0
Tabletki,2022-09-22,0,,0
Tabletki,2022-09-23,0,,0
Tabletki,2022-09-24,0,,0
Tabletki,2022-09-25,0,,0
Tabletki,2022-09-26,0,,0
Tabletki,2022-09-27,0,,0
Tabletki,2022-09-28,0,,0
Tabletki,2022-09-29,0,,0
Tabletki,2022-10-01,0,,0
Tabletki,2022-10-02,0,,0
Tabletki,2022-10-03,0,,0
Tabletki,2022-10-04,0,,0
Tabletki,2022-10-05,0,,0
Tabletki,2022-10-06,0,,0
Tabletki,2022-10-07,0,,0
Tabletki,2022-10-08,0,,0
Tabletki,2022-10-09,0,,0
Tabletki,2022-10-11,0,,0
Tabletki,2022-10-12,0,,0
Tabletki,2022-10-13,0,,0
Tabletki,2022-10-14,0,,0
Tabletki,2022-10-15,0,,0
Tabletki,2022-10-16,0,,0
Tabletki,2022-10-17,0,,0
Tabletki,2022-10-18,0,,0
Tabletki,2022-10-19,0,,0
Tabletki,2022-10-20,0,,2
Tabletki,2022-10-21,0,,2
Tabletki,2022-10-22,0,,2
Tabletki,2022-10-23,0,,2
Tabletki,2022-10-24,0,,2
Tabletki,2022-10-25,0,,2
Tabletki,2022-10-26,0,,2
Tabletki,2022-10-27,0,,0
Tabletki,2022-10-28,0,,0
Tabletki,2022-10-29,0,,0
Tabletki,2022-10-30,0,,2
Tabletki,2022-10-31,0,,2
Tabletki,2022-11-01,0,,0
Tabletki,2022-11-02,0,,2
Tabletki,2022-11-03,0,,2
Tabletki,2022-11-04,0,,2
Tabletki,2022-11-05,0,,2
Tabletki,2022-11-06,0,,2
Tabletki,2022-11-07,0,,0
Tabletki,2022-11-08,0,,0
Tabletki,2022-11-09,0,,0
Tabletki,2022-11-10,0,,0
Tabletki,2022-11-11,0,,0
Tabletki,2022-11-12,0,,2
Tabletki,2022-11-13,0,,2
Tabletki,2022-11-14,0,,0
Tabletki,2022-11-15,0,,0
Tabletki,2022-11-16,0,,0
Tabletki,2022-11-17,0,,0
Tabletki,2022-11-18,0,,0
Granie,2021-11-20,1,minuty,0
Granie,2021-11-22,1,minuty,90000
Granie,2021-11-23,1,minuty,240000
Granie,2021-11-24,1,minuty,210000
Granie,2021-11-25,1,minuty,180000
Granie,2021-11-26,1,minuty,540000
Granie,2021-11-27,1,minuty,600000
Granie,2021-11-28,1,minuty,300000
Granie,2021-11-30,1,minuty,0
Granie,2021-12-02,1,minuty,15000
Granie,2021-12-03,1,minuty,20000
Granie,2021-12-04,1,minuty,240000
Granie,2021-12-05,1,minuty,180000
Granie,2021-12-07,1,minuty,90000
Granie,2021-12-09,1,minuty,0
Granie,2021-12-10,1,minuty,360000
Granie,2021-12-11,1,minuty,480000
Granie,2021-12-12,1,minuty,360000
Granie,2021-12-14,1,minuty,120000
Granie,2021-12-16,1,minuty,70000
Granie,2021-12-18,1,minuty,120000
Granie,2021-12-19,1,minuty,180000
Granie,2021-12-20,1,minuty,120000
Granie,2021-12-22,1,minuty,150000
Granie,2021-12-23,1,minuty,90000
Granie,2021-12-24,1,minuty,0
Granie,2021-12-26,1,minuty,0
Granie,2021-12-28,1,minuty,0
Granie,2021-12-30,1,minuty,0
Granie,2021-12-31,1,minuty,60000
Granie,2022-01-01,1,minuty,0
Granie,2022-01-02,1,minuty,240000
Granie,2022-01-03,1,minuty,45000
Granie,2022-01-04,1,minuty,240000
Granie,2022-01-06,1,minuty,0
Granie,2022-01-08,1,minuty,30000
Granie,2022-01-09,1,minuty,300000
Granie,2022-01-10,1,minuty,0
Granie,2022-01-11,1,minuty,120000
Granie,2022-01-12,1,minuty,60000
Granie,2022-01-13,1,minuty,180000
Granie,2022-01-14,1,minuty,360000
Granie,2022-01-15,1,minuty,480000
Granie,2022-01-16,1,minuty,540000
Granie,2022-01-17,1,minuty,360000
Granie,2022-01-19,1,minuty,0
Granie,2022-01-20,1,minuty,0
Granie,2022-01-22,1,minuty,240000
Granie,2022-01-23,1,minuty,240000
Granie,2022-01-24,1,minuty,90000
Granie,2022-01-25,1,minuty,90000
Granie,2022-01-26,1,minuty,45000
Granie,2022-01-28,1,minuty,180000
Granie,2022-01-30,1,minuty,600000
Granie,2022-02-01,1,minuty,0
Granie,2022-02-04,1,minuty,120000
Granie,2022-02-07,1,minuty,240000
Granie,2022-02-09,1,minuty,0
Granie,2022-02-14,1,minuty,300000
Granie,2022-02-17,1,minuty,45000
Granie,2022-02-20,1,minuty,180000
Granie,2022-02-22,1,minuty,120000
Granie,2022-02-24,1,minuty,60000
Granie,2022-02-25,1,minuty,100000
Granie,2022-02-26,1,minuty,0
Granie,2022-02-28,1,minuty,248000
Granie,2022-03-02,1,minuty,150000
Granie,2022-03-04,1,minuty,120000
Granie,2022-03-05,1,minuty,0
Granie,2022-03-07,1,minuty,120000
Granie,2022-03-11,1,minuty,90000
Granie,2022-03-13,1,minuty,300000
Granie,2022-03-14,1,minuty,0
Granie,2022-03-16,1,minuty,60000
Granie,2022-03-18,1,minuty,60000
Granie,2022-03-20,1,minuty,120000
Granie,2022-03-22,1,minuty,90000
Granie,2022-03-24,1,minuty,45000
Granie,2022-03-28,1,minuty,360000
Granie,2022-03-30,1,minuty,60000
Granie,2022-04-01,1,minuty,240000
Granie,2022-04-03,1,minuty,360000
Granie,2022-04-09,1,minuty,60000
Granie,2022-04-12,1,minuty,30000
Granie,2022-04-14,1,minuty,180000
Granie,2022-04-16,1,minuty,120000
Granie,2022-04-18,1,minuty,0
Granie,2022-04-24,1,minuty,240000
Granie,2022-04-25,1,minuty,60000
Granie,2022-04-28,1,minuty,30000
Granie,2022-04-29,1,minuty,90000
Granie,2022-04-30,1,minuty,0
Granie,2022-05-01,1,minuty,120000
Granie,2022-05-02,1,minuty,90000
Granie,2022-05-03,1,minuty,0
Granie,2022-05-06,1,minuty,120000
Granie,2022-05-07,1,minuty,180000
Granie,2022-05-08,1,minuty,180000
Granie,2022-05-09,1,minuty,45000
Granie,2022-05-12,1,minuty,60000
Granie,2022-05-16,1,minuty,120000
Granie,2022-05-17,1,minuty,60000
Granie,2022-05-18,1,minuty,0
Granie,2022-05-19,1,minuty,60000
Granie,2022-05-22,1,minuty,120000
Granie,2022-05-25,1,minuty,180000
Granie,2022-05-26,1,minuty,120000
Granie,2022-05-28,1,minuty,300000
Granie,2022-05-30,1,minuty,120000
Granie,2022-06-01,1,minuty,120000
Granie,2022-06-04,1,minuty,120000
Granie,2022-06-05,1,minuty,300000
Granie,2022-06-06,1,minuty,90000
Granie,2022-06-07,1,minuty,120000
Granie,2022-06-09,1,minuty,180000
Granie,2022-06-10,1,minuty,180000
Granie,2022-06-11,1,minuty,300000
Granie,2022-06-12,1,minuty,240000
Granie,2022-06-17,1,minuty,0
Granie,2022-06-18,1,minuty,120000
Granie,2022-06-19,1,minuty,180000
Granie,2022-06-20,1,minuty,0
Granie,2022-06-21,1,minuty,300000
Granie,2022-06-22,1,minuty,120000
Granie,2022-06-23,1,minuty,60000
Granie,2022-06-24,1,minuty,300000
Granie,2022-06-25,1,minuty,540000
Granie,2022-06-26,1,minuty,360000
Granie,2022-06-29,1,minuty,40000
Granie,2022-06-30,1,minuty,120000
Granie,2022-07-02,1,minuty,360000
Granie,2022-07-03,1,minuty,240000
Granie,2022-07-04,1,minuty,240000
Granie,2022-07-05,1,minuty,120000
Granie,2022-07-06,1,minuty,90000
Granie,2022-07-07,1,minuty,120000
Granie,2022-07-08,1,minuty,180000
Granie,2022-07-09,1,minuty,300000
Granie,2022-07-10,1,minuty,150000
Granie,2022-07-11,1,minuty,120000
Granie,2022-07-12,1,minuty,180000
Granie,2022-07-13,1,minuty,60000
Granie,2022-07-14,1,minuty,120000
Granie,2022-07-15,1,minuty,60000
Granie,2022-07-18,1,minuty,120000
Granie,2022-07-19,1,minuty,90000
Granie,2022-07-20,1,minuty,60000
Granie,2022-07-21,1,minuty,120000
Granie,2022-07-22,1,minuty,60000
Granie,2022-07-23,1,minuty,0
Granie,2022-07-25,1,minuty,0
Granie,2022-07-26,1,minuty,60000
Granie,2022-07-28,1,minuty,120000
Granie,2022-07-30,1,minuty,120000
Granie,2022-07-31,1,minuty,120000
Granie,2022-08-01,1,minuty,120000
Granie,2022-08-02,1,minuty,60000
Granie,2022-08-03,1,minuty,180000
Granie,2022-08-05,1,minuty,120000
Granie,2022-08-09,1,minuty,180000
Granie,2022-08-14,1,minuty,180000
Granie,2022-08-15,1,minuty,180000
Granie,2022-08-16,1,minuty,120000
Granie,2022-08-17,1,minuty,90000
Granie,2022-08-19,1,minuty,90000
Granie,2022-08-20,1,minuty,360000
Granie,2022-08-21,1,minuty,300000
Granie,2022-08-22,1,minuty,0
Granie,2022-08-23,1,minuty,95000
Granie,2022-08-25,1,minuty,70000
Granie,2022-08-26,1,minuty,180000
Granie,2022-08-27,1,minuty,420000
Granie,2022-08-28,1,minuty,340000
Granie,2022-09-01,1,minuty,120000
Granie,2022-09-02,1,minuty,240000
Granie,2022-09-04,1,minuty,25000
Granie,2022-09-05,1,minuty,170000
Granie,2022-09-06,1,minuty,240000
Granie,2022-09-07,1,minuty,170000
Granie,2022-09-08,1,minuty,240000
Granie,2022-09-09,1,minuty,160000
Granie,2022-09-10,1,minuty,60000
Granie,2022-09-11,1,minuty,150000
Granie,2022-09-12,1,minuty,200000
Granie,2022-09-13,1,minuty,45000
Granie,2022-09-14,1,minuty,50000
Granie,2022-09-15,1,minuty,120000
Granie,2022-09-16,1,minuty,600000
Granie,2022-09-17,1,minuty,240000
Granie,2022-09-18,1,minuty,300000
Granie,2022-09-19,1,minuty,0
Granie,2022-09-20,1,minuty,0
Granie,2022-09-21,1,minuty,0
Granie,2022-09-22,1,minuty,0
Granie,2022-09-23,1,minuty,0
Granie,2022-09-27,1,minuty,60000
Granie,2022-09-28,1,minuty,30000
Granie,2022-09-29,1,minuty,45000
Granie,2022-09-30,1,minuty,30000
Granie,2022-10-04,1,minuty,60000
Granie,2022-10-05,1,minuty,0
Granie,2022-10-06,1,minuty,240000
Granie,2022-10-07,1,minuty,180000
Granie,2022-10-11,1,minuty,120000
Granie,2022-10-12,1,minuty,120000
Granie,2022-10-13,1,minuty,120000
Granie,2022-10-14,1,minuty,90000
Granie,2022-10-15,1,minuty,0
Granie,2022-10-16,1,minuty,45000
Granie,2022-10-17,1,minuty,40000
Granie,2022-10-18,1,minuty,35000
Granie,2022-10-19,1,minuty,60000
Granie,2022-10-20,1,minuty,0
Granie,2022-10-21,1,minuty,60000
Granie,2022-10-22,1,minuty,80000
Granie,2022-10-23,1,minuty,25000
Granie,2022-10-24,1,minuty,34000
Granie,2022-10-25,1,minuty,0
Granie,2022-10-26,1,minuty,0
Granie,2022-10-27,1,minuty,0
Granie,2022-10-29,1,minuty,150000
Granie,2022-10-30,1,minuty,600000
Granie,2022-10-31,1,minuty,0
Granie,2022-11-01,1,minuty,150000
Granie,2022-11-02,1,minuty,25000
Granie,2022-11-03,1,minuty,120000
Granie,2022-11-04,1,minuty,150000
Granie,2022-11-05,1,minuty,0
Granie,2022-11-06,1,minuty,90000
Granie,2022-11-07,1,minuty,90000
Granie,2022-11-08,1,minuty,70000
Granie,2022-11-09,1,minuty,0
Granie,2022-11-10,1,minuty,0
Granie,2022-11-11,1,minuty,0
Granie,2022-11-12,1,minuty,0
Granie,2022-11-13,1,minuty,100000
Granie,2022-11-14,1,minuty,0
Granie,2022-11-16,1,minuty,60000
Czytanie,2021-11-22,1,minuty,15000
Czytanie,2021-11-23,1,minuty,25000
Czytanie,2021-11-24,1,minuty,30000
Czytanie,2021-11-28,1,minuty,45000
Czytanie,2021-12-10,1,minuty,30000
Czytanie,2021-12-11,1,minuty,70000
Czytanie,2021-12-13,1,minuty,45000
Czytanie,2021-12-14,1,minuty,20000
Czytanie,2021-12-15,1,minuty,15000
Czytanie,2021-12-16,1,minuty,10000
Czytanie,2021-12-19,1,minuty,40000
Czytanie,2021-12-20,1,minuty,20000
Czytanie,2021-12-21,1,minuty,30000
Czytanie,2021-12-24,1,minuty,30000
Czytanie,2021-12-25,1,minuty,90000
Czytanie,2021-12-27,1,minuty,30000
Czytanie,2021-12-28,1,minuty,20000
Czytanie,2022-01-12,1,minuty,60000
Czytanie,2022-01-15,1,minuty,45000
Czytanie,2022-01-16,1,minuty,30000
Czytanie,2022-01-18,1,minuty,45000
Czytanie,2022-01-20,1,minuty,40000
Czytanie,2022-01-26,1,minuty,20000
Czytanie,2022-02-03,1,minuty,45000
Czytanie,2022-02-08,1,minuty,20000
Czytanie,2022-02-09,1,minuty,45000
Czytanie,2022-02-14,1,minuty,105000
Czytanie,2022-02-16,1,minuty,10000
Czytanie,2022-02-17,1,minuty,25000
Czytanie,2022-02-25,1,minuty,45000
Czytanie,2022-03-04,1,minuty,20000
Czytanie,2022-03-05,1,minuty,30000
Czytanie,2022-03-10,1,minuty,30000
Czytanie,2022-03-28,1,minuty,45000
Czytanie,2022-04-16,1,minuty,20000
Czytanie,2022-04-17,1,minuty,60000
Czytanie,2022-04-18,1,minuty,15000
Czytanie,2022-06-05,1,minuty,30000
Czytanie,2022-06-06,1,minuty,30000
Czytanie,2022-06-07,1,minuty,75000
Czytanie,2022-06-09,1,minuty,60000
Czytanie,2022-06-10,1,minuty,40000
Czytanie,2022-06-13,1,minuty,30000
Czytanie,2022-06-26,1,minuty,20000
Czytanie,2022-06-27,1,minuty,90000
Czytanie,2022-06-28,1,minuty,40000
Czytanie,2022-06-30,1,minuty,30000
Czytanie,2022-07-06,1,minuty,15000
Czytanie,2022-07-11,1,minuty,40000
Czytanie,2022-07-12,1,minuty,30000
Czytanie,2022-07-16,1,minuty,120000
Czytanie,2022-07-17,1,minuty,60000
Czytanie,2022-07-20,1,minuty,25000
Czytanie,2022-07-22,1,minuty,15000
Czytanie,2022-07-23,1,minuty,10000
Czytanie,2022-08-01,1,minuty,25000
Czytanie,2022-08-04,1,minuty,15000
Czytanie,2022-08-06,1,minuty,10000
Czytanie,2022-08-15,1,minuty,15000
Czytanie,2022-08-24,1,minuty,27000
Czytanie,2022-08-26,1,minuty,0
Czytanie,2022-08-27,1,minuty,0
Czytanie,2022-08-28,1,minuty,0
Czytanie,2022-08-29,1,minuty,35000
Czytanie,2022-08-30,1,minuty,10000
Czytanie,2022-09-03,1,minuty,25000
Czytanie,2022-09-05,1,minuty,15000
Czytanie,2022-09-07,1,minuty,10000
Czytanie,2022-09-08,1,minuty,13000
Czytanie,2022-09-11,1,minuty,15000
Czytanie,2022-09-13,1,minuty,20000
Czytanie,2022-09-14,1,minuty,30000
Czytanie,2022-09-20,1,minuty,75000
Czytanie,2022-09-21,1,minuty,30000
Czytanie,2022-09-22,1,minuty,25000
Czytanie,2022-09-23,1,minuty,15000
Czytanie,2022-09-24,1,minuty,45000
Czytanie,2022-10-02,1,minuty,10000
Czytanie,2022-10-05,1,minuty,70000
Czytanie,2022-10-07,1,minuty,33000
Czytanie,2022-10-14,1,minuty,30000
Czytanie,2022-10-15,1,minuty,35000
Czytanie,2022-10-17,1,minuty,25000
Czytanie,2022-10-18,1,minuty,34000
Czytanie,2022-10-19,1,minuty,23000
Czytanie,2022-10-20,1,minuty,40000
Czytanie,2022-10-21,1,minuty,45000
Czytanie,2022-10-24,1,minuty,14000
Czytanie,2022-10-25,1,minuty,48000
Czytanie,2022-10-26,1,minuty,0
Czytanie,2022-10-27,1,minuty,15000
Czytanie,2022-10-28,1,minuty,30000
Czytanie,2022-10-31,1,minuty,15000
Czytanie,2022-11-01,1,minuty,27000
Czytanie,2022-11-06,1,minuty,16000
Czytanie,2022-11-07,1,minuty,60000
Czytanie,2022-11-08,1,minuty,68000
Czytanie,2022-11-09,1,minuty,35000
Czytanie,2022-11-10,1,minuty,0
Czytanie,2022-11-13,1,minuty,25000
Czytanie,2022-11-14,1,minuty,40000
Czytanie,2022-11-15,1,minuty,36000
Czytanie,2022-11-16,1,minuty,60000
Czytanie,2022-11-17,1,minuty,10000
Czytanie,2022-11-18,1,minuty,15000
Data Science,2021-11-23,1,minuty,30000
Data Science,2021-11-27,1,minuty,15000
Data Science,2021-11-28,1,minuty,30000
Data Science,2021-11-30,1,minuty,0
Data Science,2021-12-02,1,minuty,0
Data Science,2021-12-03,1,minuty,20000
Data Science,2021-12-04,1,minuty,15000
Data Science,2021-12-05,1,minuty,40000
Data Science,2021-12-07,1,minuty,10000
Data Science,2021-12-09,1,minuty,0
Data Science,2021-12-10,1,minuty,40000
Data Science,2021-12-11,1,minuty,0
Data Science,2021-12-13,1,minuty,0
Data Science,2021-12-15,1,minuty,0
Data Science,2021-12-17,1,minuty,0
Data Science,2021-12-20,1,minuty,0
Data Science,2021-12-22,1,minuty,0
Data Science,2021-12-24,1,minuty,0
Data Science,2021-12-25,1,minuty,10000
Data Science,2021-12-27,1,minuty,20000
Data Science,2021-12-30,1,minuty,0
Data Science,2021-12-31,1,minuty,10000
Data Science,2022-01-01,1,minuty,0
Data Science,2022-01-03,1,minuty,0
Data Science,2022-01-06,1,minuty,0
Data Science,2022-01-08,1,minuty,0
Data Science,2022-01-10,1,minuty,0
Data Science,2022-01-12,1,minuty,0
Data Science,2022-01-14,1,minuty,0
Data Science,2022-01-16,1,minuty,0
Data Science,2022-01-18,1,minuty,0
Data Science,2022-01-20,1,minuty,0
Data Science,2022-01-22,1,minuty,0
Data Science,2022-01-23,1,minuty,0
Data Science,2022-01-25,1,minuty,0
Data Science,2022-01-26,1,minuty,0
Data Science,2022-01-28,1,minuty,0
Data Science,2022-01-30,1,minuty,0
Data Science,2022-02-01,1,minuty,0
Data Science,2022-02-04,1,minuty,0
Data Science,2022-02-07,1,minuty,0
Data Science,2022-04-18,1,minuty,0
Data Science,2022-08-16,1,minuty,60000
Data Science,2022-08-17,1,minuty,35000
Data Science,2022-08-19,1,minuty,20000
Data Science,2022-08-20,1,minuty,50000
Data Science,2022-08-21,1,minuty,80000
Data Science,2022-08-22,1,minuty,60000
Data Science,2022-08-23,1,minuty,78000
Data Science,2022-08-24,1,minuty,30000
Data Science,2022-08-25,1,minuty,12000
Data Science,2022-08-26,1,minuty,50000
Data Science,2022-08-29,1,minuty,50000
Data Science,2022-08-31,1,minuty,70000
Data Science,2022-09-01,1,minuty,34000
Data Science,2022-09-05,1,minuty,50000
Data Science,2022-09-07,1,minuty,30000
Data Science,2022-09-08,1,minuty,50000
Data Science,2022-09-09,1,minuty,90000
Data Science,2022-09-10,1,minuty,15000
Data Science,2022-09-14,1,minuty,90000
Data Science,2022-09-21,1,minuty,28000
Data Science,2022-09-22,1,minuty,25000
Data Science,2022-09-23,1,minuty,2000
Data Science,2022-09-24,1,minuty,36000
Data Science,2022-09-25,1,minuty,24000
Data Science,2022-09-26,1,minuty,5000
Data Science,2022-10-05,1,minuty,40000
Data Science,2022-10-06,1,minuty,30000
Data Science,2022-10-07,1,minuty,16000
Data Science,2022-10-10,1,minuty,20000
Data Science,2022-10-12,1,minuty,15000
Data Science,2022-10-14,1,minuty,80000
Data Science,2022-10-15,1,minuty,77000
Data Science,2022-10-16,1,minuty,20000
Data Science,2022-10-17,1,minuty,20000
Data Science,2022-10-18,1,minuty,130000
Data Science,2022-10-19,1,minuty,70000
Data Science,2022-10-20,1,minuty,0
Data Science,2022-10-21,1,minuty,145000
Data Science,2022-10-24,1,minuty,80000
Data Science,2022-10-25,1,minuty,30000
Data Science,2022-10-26,1,minuty,0
Data Science,2022-10-27,1,minuty,15000
Data Science,2022-10-28,1,minuty,30000
Data Science,2022-10-31,1,minuty,15000
Data Science,2022-11-01,1,minuty,27000
Data Science,2022-11-06,1,minuty,16000
Data Science,2022-11-07,1,minuty,125000
Data Science,2022-11-08,1,minuty,68000
Data Science,2022-11-09,1,minuty,135000
Data Science,2022-11-10,1,minuty,90000
Data Science,2022-11-11,1,minuty,115000
Data Science,2022-11-12,1,minuty,120000
Data Science,2022-11-13,1,minuty,15000
Data Science,2022-11-14,1,minuty,10000
Data Science,2022-11-15,1,minuty,10000
Data Science,2022-11-16,1,minuty,60000
Data Science,2022-11-17,1,minuty,45000
Data Science,2022-11-18,1,minuty,15000
Seks,2022-01-05,0,,2
Seks,2022-01-20,0,,2
Seks,2022-02-04,0,,2
Seks,2022-02-24,0,,2
Seks,2022-03-23,0,,2
Seks,2022-04-20,0,,2
Seks,2022-04-23,0,,2
Seks,2022-05-03,0,,2
Seks,2022-06-07,0,,2
Seks,2022-06-17,0,,2
Seks,2022-07-31,0,,2
Seks,2022-08-13,0,,2
Seks,2022-08-14,0,,2
Seks,2022-09-11,0,,2
Seks,2022-10-14,0,,2
Seks,2022-11-11,0,,2
Granie,2022-11-15,1,minuty,0
Granie,2022-11-19,1,minuty,0
Granie,2022-11-18,1,minuty,30000
Tabletki,2022-11-19,0,,0
Czytanie,2022-11-19,1,minuty,36000
Data Science,2022-11-19,1,minuty,46000
Tabletki,2022-11-20,0,,2
Granie,2022-11-20,1,minuty,0
Tabletki,2022-11-21,0,,2
Granie,2022-11-21,1,minuty,0
Tabletki,2022-11-22,0,,2
Data Science,2022-11-22,1,minuty,40000
Czytanie,2022-11-22,1,minuty,70000
Tabletki,2022-11-23,0,,2
Tabletki,2022-11-24,0,,2
Czytanie,2022-11-24,1,minuty,12000
Data Science,2022-11-24,1,minuty,112000
Tabletki,2022-11-25,0,,2
Granie,2022-11-25,1,minuty,80000
Tabletki,2022-11-26,0,,2
Granie,2022-11-26,1,minuty,45000
Czytanie,2022-11-26,1,minuty,30000
Tabletki,2022-11-27,0,,0
Czytanie,2022-11-27,1,minuty,30000
Granie,2022-11-27,1,minuty,15000
Tabletki,2022-11-28,0,,2
Czytanie,2022-11-28,1,minuty,20000
Data Science,2022-11-28,1,minuty,60000
Tabletki,2022-11-29,0,,2
Data Science,2022-11-29,1,minuty,45000
Czytanie,2022-11-29,1,minuty,45000
Tabletki,2022-11-30,0,,2
Tabletki,2022-12-01,0,,2
Tabletki,2022-12-02,0,,2
Tabletki,2022-12-03,0,,2
Tabletki,2022-12-04,0,,2
Seks,2022-12-03,0,,2
Czytanie,2022-12-05,1,minuty,60000
Tabletki,2022-12-05,0,,2
Data Science,2022-12-05,1,minuty,70000
Tabletki,2022-12-06,0,,2
Data Science,2022-12-06,1,minuty,110000
Tabletki,2022-12-07,0,,2
Data Science,2022-12-07,1,minuty,160000
Czytanie,2022-12-07,1,minuty,40000
Tabletki,2022-12-08,0,,2
Tabletki,2022-12-09,0,,2
Granie,2022-12-09,1,minuty,85000
Czytanie,2022-12-09,1,minuty,15000
Tabletki,2022-12-10,0,,2
Granie,2022-12-10,1,minuty,120000
Tabletki,2022-12-11,0,,0
Tabletki,2022-12-12,0,,2
Data Science,2022-12-13,1,minuty,20000
Tabletki,2022-12-13,0,,0
Tabletki,2022-12-14,0,,2
Czytanie,2022-12-14,1,minuty,30000
Data Science,2022-12-14,1,minuty,90000
Tabletki,2022-12-15,0,,2
Data Science,2022-12-15,1,minuty,70000
Czytanie,2022-12-15,1,minuty,50000
Data Science,2022-12-16,1,minuty,30000
Tabletki,2022-12-16,0,,2
Tabletki,2022-12-17,0,,2
Tabletki,2022-12-18,0,,2
Czytanie,2022-12-18,1,minuty,50000
Tabletki,2022-12-19,0,,2
Tabletki,2022-12-20,0,,2
Czytanie,2022-12-20,1,minuty,60000
Data Science,2022-12-20,1,minuty,120000
Tabletki,2022-12-21,0,,2
Czytanie,2022-12-21,1,minuty,30000
Tabletki,2022-12-22,0,,2
Tabletki,2022-12-23,0,,2
Czytanie,2022-12-22,1,minuty,0
Data Science,2022-12-23,1,minuty,30000
Czytanie,2022-12-23,1,minuty,35000
Tabletki,2022-12-24,0,,2
Tabletki,2022-12-25,0,,0
Czytanie,2022-12-25,1,minuty,25000
Tabletki,2022-12-26,0,,2
Tabletki,2022-12-27,0,,2
Tabletki,2022-12-28,0,,2
Czytanie,2022-12-27,1,minuty,10000
Seks,2022-12-26,0,,2
Tabletki,2022-12-29,0,,0
Czytanie,2022-12-29,1,minuty,15000
Tabletki,2022-12-30,0,,0
Tabletki,2022-12-31,0,,2
Tabletki,2023-01-01,0,,0
Czytanie,2023-01-01,1,minuty,25000
Tabletki,2023-01-02,0,,2
Czytanie,2023-01-02,1,minuty,100000
Data Science,2023-01-02,1,minuty,140000
Tabletki,2023-01-03,0,,2
Czytanie,2023-01-03,1,minuty,60000
Data Science,2023-01-03,1,minuty,95000
Tabletki,2023-01-04,0,,2
Czytanie,2023-01-04,1,minuty,100000
Data Science,2023-01-04,1,minuty,130000
Czytanie,2023-01-05,1,minuty,90000
Tabletki,2023-01-05,0,,2
Data Science,2023-01-05,1,minuty,125000
Tabletki,2023-01-06,0,,2
Tabletki,2023-01-07,0,,2
Tabletki,2023-01-08,0,,2
Data Science,2023-01-06,1,minuty,40000
Czytanie,2023-01-06,1,minuty,40000
Tabletki,2023-01-09,0,,2
Data Science,2023-01-09,1,minuty,120000
Tabletki,2023-01-10,0,,2
Data Science,2023-01-10,1,minuty,80000
Czytanie,2023-01-10,1,minuty,80000
Tabletki,2023-01-11,0,,0
Czytanie,2023-01-11,1,minuty,45000
Data Science,2023-01-11,1,minuty,45000
